,Position,Rank,Game,Date,Age,Team,Location,Opp,Outcome,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
Tyler Herro,SG,48,36,1/22/2023,23-002,MIA,,NOP,W (+4),1,35:34:00,10,22,0.455,4,10,0.4,2,2,1,2,6,8,4,0,0,5,1,26,15.2,8
Tyler Herro,SG,49,37,1/24/2023,23-004,MIA,,BOS,W (+3),1,36:20:00,4,19,0.211,1,7,0.143,0,0,,0,2,2,6,2,0,0,1,9,3.7,11
Tyler Herro,SG,50,38,1/27/2023,23-007,MIA,,ORL,W (+5),1,29:52:00,4,12,0.333,0,3,0,2,2,1,1,5,6,3,1,0,2,0,10,6.5,13
Tyler Herro,SG,51,39,1/29/2023,23-009,MIA,@,CHO,L (-5),1,34:34:00,9,21,0.429,5,9,0.556,1,1,1,0,5,5,3,0,0,0,1,24,16.1,5
Tyler Herro,SG,52,40,1/31/2023,23-011,MIA,@,CLE,W (+3),1,37:33:00,6,15,0.4,3,6,0.5,3,3,1,0,5,5,3,0,0,3,0,18,10.5,6
Tyler Herro,SG,53,41,2/2/2023,23-013,MIA,@,NYK,L (-2),1,39:36:00,10,22,0.455,4,10,0.4,1,2,0.5,0,5,5,8,1,1,3,3,25,17.8,-9
Tyler Herro,SG,54,42,2/4/2023,23-015,MIA,@,MIL,L (-8),1,38:27:00,10,24,0.417,2,8,0.25,2,2,1,0,5,5,6,1,0,2,1,24,15.5,-10
Tyler Herro,SG,55,43,2/8/2023,23-019,MIA,,IND,W (+5),1,40:20:00,4,14,0.286,1,3,0.333,6,6,1,1,5,6,3,0,1,1,1,15,10.4,7
Tyler Herro,SG,56,44,2/10/2023,23-021,MIA,,HOU,W (+2),1,37:13:00,11,20,0.55,5,10,0.5,4,4,1,2,7,9,8,1,1,4,1,31,27.8,19
Tyler Herro,SG,57,45,2/11/2023,23-022,MIA,@,ORL,W (+4),1,46:59:00,10,23,0.435,2,10,0.2,1,1,1,0,2,2,1,0,0,4,5,23,6.2,8
Tyler Herro,SG,58,,2/13/2023,23-024,MIA,,DEN,L (-4),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Tyler Herro,SG,59,,2/15/2023,23-026,MIA,@,BRK,L (-11),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Tyler Herro,SG,60,46,2/24/2023,23-035,MIA,@,MIL,L (-29),1,28:11:00,5,15,0.333,3,7,0.429,1,2,0.5,0,5,5,1,0,0,1,2,14,5.5,-16
Tyler Herro,SG,61,47,2/25/2023,23-036,MIA,@,CHO,L (-5),1,40:53:00,10,23,0.435,6,12,0.5,7,7,1,1,6,7,5,1,1,2,3,33,25.4,11
Tyler Herro,SG,62,48,2/27/2023,23-038,MIA,@,PHI,W (+2),1,34:39:00,3,13,0.231,2,9,0.222,0,0,,1,2,3,2,1,0,0,1,8,3.4,3
Tyler Herro,SG,63,49,3/1/2023,23-040,MIA,,PHI,L (-23),1,29:58:00,4,15,0.267,1,5,0.2,2,2,1,0,1,1,6,0,0,2,0,11,4.6,-8
Tyler Herro,SG,64,50,3/3/2023,23-042,MIA,,NYK,L (-2),1,39:04:00,11,18,0.611,5,8,0.625,2,2,1,0,8,8,6,1,0,4,2,29,23.6,-4
Tyler Herro,SG,65,51,3/4/2023,23-043,MIA,,ATL,W (+8),1,38:17:00,8,21,0.381,3,9,0.333,1,1,1,3,3,6,5,0,0,4,1,20,10.6,14
Tyler Herro,SG,66,52,3/6/2023,23-045,MIA,,ATL,W (+2),1,36:31:00,5,14,0.357,3,8,0.375,0,0,,0,4,4,3,0,0,2,2,13,5.7,-1
Jimmy Butler,SF,1,1,10/19/2022,33-035,MIA,,CHI,L (-8),1,36:34:00,5,11,0.455,0,0,,14,16,0.875,3,5,8,3,1,1,2,2,24,22.1,-12
Jimmy Butler,SF,2,2,10/21/2022,33-037,MIA,,BOS,L (-7),1,40:08:00,9,17,0.529,0,1,0,0,0,,3,4,7,5,1,0,0,0,18,17.5,7
Jimmy Butler,SF,3,3,10/22/2022,33-038,MIA,,TOR,W (+3),1,34:50:00,7,16,0.438,1,1,1,9,11,0.818,1,3,4,5,0,0,2,2,24,17.1,6
Jimmy Butler,SF,4,4,10/24/2022,33-040,MIA,,TOR,L (-8),1,33:48:00,8,15,0.533,2,3,0.667,8,9,0.889,2,6,8,4,0,0,1,1,26,22.9,-2
Jimmy Butler,SF,5,5,10/26/2022,33-042,MIA,@,POR,W (+21),1,27:58:00,7,15,0.467,0,3,0,3,4,0.75,3,2,5,5,2,0,1,1,17,15.7,11
Jimmy Butler,SF,6,6,10/27/2022,33-043,MIA,@,GSW,L (-13),1,37:04:00,8,13,0.615,4,7,0.571,7,7,1,1,5,6,8,6,0,2,2,27,32.1,-8
Jimmy Butler,SF,7,7,10/29/2022,33-045,MIA,@,SAC,L (-6),1,37:07:00,4,11,0.364,0,1,0,5,7,0.714,1,6,7,6,2,0,2,0,13,12.8,-1
Jimmy Butler,SF,8,8,11/1/2022,33-048,MIA,,GSW,W (+7),1,36:50:00,6,17,0.353,2,7,0.286,9,9,1,3,3,6,8,0,1,3,1,23,19.4,2
Jimmy Butler,SF,9,,11/2/2022,33-049,MIA,,SAC,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Jimmy Butler,SF,10,,11/4/2022,33-051,MIA,@,IND,L (-2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Jimmy Butler,SF,11,9,11/7/2022,33-054,MIA,,POR,L (-3),1,33:14:00,5,14,0.357,0,1,0,6,6,1,0,4,4,7,6,0,2,3,16,17.1,-3
Jimmy Butler,SF,12,10,11/10/2022,33-057,MIA,,CHO,W (+5),1,42:19:00,11,19,0.579,0,1,0,13,15,0.867,3,7,10,8,2,0,2,2,35,34.3,11
Jimmy Butler,SF,13,11,11/12/2022,33-059,MIA,,CHO,W (+17),1,31:18:00,6,8,0.75,1,2,0.5,7,7,1,2,5,7,8,1,0,0,2,20,25.5,13
Jimmy Butler,SF,14,12,11/14/2022,33-061,MIA,,PHO,W (+1),1,34:48:00,5,12,0.417,1,2,0.5,5,5,1,4,9,13,7,1,1,0,3,16,20.5,3
Jimmy Butler,SF,15,13,11/16/2022,33-063,MIA,@,TOR,L (-8),1,38:17:00,4,8,0.5,0,2,0,5,5,1,0,1,1,5,1,0,5,2,13,8,-4
Jimmy Butler,SF,16,,11/18/2022,33-065,MIA,@,WAS,L (-1),Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress,Did Not Dress
Jimmy Butler,SF,17,,11/20/2022,33-067,MIA,@,CLE,L (-26),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Jimmy Butler,SF,18,,11/21/2022,33-068,MIA,@,MIN,L (-4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Jimmy Butler,SF,19,,11/23/2022,33-070,MIA,,WAS,W (+8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Jimmy Butler,SF,20,,11/25/2022,33-072,MIA,,WAS,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Jimmy Butler,SF,21,,11/27/2022,33-074,MIA,@,ATL,W (+8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Jimmy Butler,SF,22,,11/30/2022,33-077,MIA,@,BOS,L (-13),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Jimmy Butler,SF,23,14,12/2/2022,33-079,MIA,@,BOS,W (+4),1,35:29:00,12,21,0.571,0,1,0,1,3,0.333,6,9,15,3,1,1,3,2,25,21.2,-10
Jimmy Butler,SF,24,15,12/5/2022,33-082,MIA,@,MEM,L (-8),1,33:17:00,6,11,0.545,1,2,0.5,5,8,0.625,1,5,6,8,1,0,5,1,18,14.9,3
Jimmy Butler,SF,25,,12/6/2022,33-083,MIA,,DET,L (-20),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Jimmy Butler,SF,26,16,12/8/2022,33-085,MIA,,LAC,W (+5),1,33:59:00,10,12,0.833,2,2,1,4,5,0.8,1,4,5,8,4,0,1,0,26,31.7,-7
Jimmy Butler,SF,27,17,12/10/2022,33-087,MIA,,SAS,L (-4),1,32:20:00,11,16,0.688,0,1,0,8,10,0.8,1,1,2,4,0,0,2,0,30,24.2,8
Jimmy Butler,SF,28,18,12/12/2022,33-089,MIA,@,IND,W (+5),1,33:44:00,8,16,0.5,0,1,0,4,7,0.571,0,7,7,5,2,0,1,3,20,16.2,-1
Jimmy Butler,SF,29,,12/14/2022,33-091,MIA,@,OKC,W (+2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Jimmy Butler,SF,30,19,12/15/2022,33-092,MIA,@,HOU,W (+3),1,35:36:00,7,13,0.538,0,1,0,6,10,0.6,6,4,10,7,4,3,4,3,20,23.3,-7
Jimmy Butler,SF,31,20,12/17/2022,33-094,MIA,@,SAS,W (+10),1,34:26:00,9,15,0.6,1,2,0.5,7,10,0.7,1,4,5,4,2,1,0,2,26,24.5,12
Jimmy Butler,SF,32,,12/20/2022,33-097,MIA,,CHI,L (-10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Jimmy Butler,SF,33,21,12/23/2022,33-100,MIA,,IND,L (-3),1,27:52:00,6,11,0.545,1,2,0.5,7,8,0.875,2,4,6,3,2,0,1,1,20,19.6,-3
Jimmy Butler,SF,34,,12/26/2022,33-103,MIA,,MIN,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Jimmy Butler,SF,35,22,12/28/2022,33-105,MIA,,LAL,W (+14),1,34:16:00,11,18,0.611,0,4,0,5,5,1,1,4,5,4,6,0,0,0,27,29.5,-1
Jimmy Butler,SF,36,23,12/30/2022,33-107,MIA,@,DEN,L (-5),1,37:50:00,5,13,0.385,0,0,,7,8,0.875,1,5,6,8,4,0,1,1,17,19.9,-1
Jimmy Butler,SF,37,,12/31/2022,33-108,MIA,@,UTA,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Jimmy Butler,SF,38,24,1/2/2023,33-110,MIA,@,LAC,W (+10),1,32:01:00,2,8,0.25,0,2,0,5,8,0.625,1,1,2,6,2,0,1,0,9,9.2,-2
Jimmy Butler,SF,39,25,1/4/2023,33-112,MIA,@,LAL,L (-3),1,33:31:00,11,22,0.5,2,5,0.4,3,4,0.75,3,1,4,4,3,0,2,0,27,21.8,-1
Jimmy Butler,SF,40,26,1/6/2023,33-114,MIA,@,PHO,W (+8),1,32:56:00,5,9,0.556,0,0,,10,10,1,0,5,5,6,2,0,2,1,20,21,5
Jimmy Butler,SF,41,27,1/8/2023,33-116,MIA,,BRK,L (-1),1,34:07:00,9,21,0.429,1,4,0.25,7,9,0.778,6,2,8,1,2,0,2,1,26,19.2,-3
Jimmy Butler,SF,42,28,1/10/2023,33-118,MIA,,OKC,W (+1),1,37:57:00,6,17,0.353,0,1,0,23,23,1,2,5,7,4,4,3,2,1,35,34.9,5
Jimmy Butler,SF,43,29,1/12/2023,33-120,MIA,,MIL,W (+6),1,32:31:00,5,13,0.385,0,2,0,7,8,0.875,6,5,11,2,0,0,4,0,17,12.6,2
Jimmy Butler,SF,44,30,1/14/2023,33-122,MIA,,MIL,W (+16),1,26:35:00,7,14,0.5,0,0,,2,2,1,2,2,4,1,0,0,0,2,16,10.9,0
Jimmy Butler,SF,45,31,1/16/2023,33-124,MIA,@,ATL,L (-8),1,33:59:00,11,16,0.688,1,1,1,11,11,1,2,1,3,3,2,1,2,2,34,30.9,4
Jimmy Butler,SF,46,32,1/18/2023,33-126,MIA,@,NOP,W (+26),1,26:34:00,8,13,0.615,0,1,0,2,3,0.667,1,2,3,7,0,0,2,1,18,15.5,16
Jimmy Butler,SF,47,33,1/20/2023,33-128,MIA,@,DAL,L (-25),1,25:58:00,3,7,0.429,0,0,,6,6,1,2,2,4,1,2,0,1,3,12,10.8,-21
Jimmy Butler,SF,48,34,1/22/2023,33-130,MIA,,NOP,W (+4),1,33:57:00,5,7,0.714,0,1,0,8,10,0.8,0,4,4,2,5,0,1,2,18,20.1,7
Jimmy Butler,SF,49,,1/24/2023,33-132,MIA,,BOS,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Jimmy Butler,SF,50,35,1/27/2023,33-135,MIA,,ORL,W (+5),1,32:42:00,10,17,0.588,0,2,0,9,12,0.75,1,5,6,6,2,0,0,1,29,27.9,9
Jimmy Butler,SF,51,36,1/29/2023,33-137,MIA,@,CHO,L (-5),1,33:18:00,11,14,0.786,0,0,,6,7,0.857,2,5,7,2,3,0,2,3,28,26.3,5
Jimmy Butler,SF,52,37,1/31/2023,33-139,MIA,@,CLE,W (+3),1,34:19:00,6,16,0.375,1,4,0.25,10,15,0.667,0,1,1,5,3,1,2,0,23,17.7,0
Jimmy Butler,SF,53,38,2/2/2023,33-141,MIA,@,NYK,L (-2),1,33:25:00,5,13,0.385,0,0,,0,1,0,4,0,4,5,2,0,3,0,10,7.8,-3
Jimmy Butler,SF,54,39,2/4/2023,33-143,MIA,@,MIL,L (-8),1,33:44:00,11,21,0.524,1,2,0.5,9,10,0.9,4,4,8,3,1,0,0,1,32,28,-3
Jimmy Butler,SF,55,40,2/8/2023,33-147,MIA,,IND,W (+5),1,35:19:00,9,18,0.5,0,0,,7,8,0.875,5,0,5,7,1,0,2,2,25,22.2,11
Jimmy Butler,SF,56,41,2/10/2023,33-149,MIA,,HOU,W (+2),1,28:23:00,4,11,0.364,0,1,0,8,8,1,2,2,4,4,2,1,1,0,16,16.4,7
Jimmy Butler,SF,57,42,2/11/2023,33-150,MIA,@,ORL,W (+4),1,33:44:00,7,17,0.412,0,1,0,8,8,1,2,5,7,6,2,2,3,2,22,19.6,14
Jimmy Butler,SF,58,43,2/13/2023,33-152,MIA,,DEN,L (-4),1,32:19:00,8,18,0.444,1,2,0.5,7,7,1,3,7,10,9,1,0,1,0,24,25.1,-3
Jimmy Butler,SF,59,44,2/15/2023,33-154,MIA,@,BRK,L (-11),1,32:01:00,4,11,0.364,0,0,,5,5,1,3,0,3,6,0,0,1,1,13,11.8,-9
Jimmy Butler,SF,60,45,2/24/2023,33-163,MIA,@,MIL,L (-29),1,21:21,8,10,0.8,1,1,1,6,8,0.75,1,1,2,1,0,0,2,1,23,17.7,-13
Jimmy Butler,SF,61,46,2/25/2023,33-164,MIA,@,CHO,L (-5),1,33:26:00,6,8,0.75,0,0,,16,20,0.8,1,2,3,6,1,0,3,1,28,26.3,11
Jimmy Butler,SF,62,47,2/27/2023,33-166,MIA,@,PHI,W (+2),1,32:08:00,9,14,0.643,1,1,1,4,6,0.667,4,7,11,9,4,0,3,1,23,27.8,-1
Jimmy Butler,SF,63,48,3/1/2023,33-168,MIA,,PHI,L (-23),1,27:11:00,6,8,0.75,0,0,,4,4,1,2,1,3,3,1,0,1,1,16,16.2,-10
Jimmy Butler,SF,64,49,3/3/2023,33-170,MIA,,NYK,L (-2),1,33:00:00,7,15,0.467,1,2,0.5,18,20,0.9,6,2,8,5,2,0,0,0,33,34.8,18
Jimmy Butler,SF,65,50,3/4/2023,33-171,MIA,,ATL,W (+8),1,33:58:00,5,8,0.625,1,1,1,4,4,1,3,8,11,7,2,0,2,1,15,20.4,9
Jimmy Butler,SF,66,51,3/6/2023,33-173,MIA,,ATL,W (+2),1,32:45:00,8,14,0.571,0,0,,10,12,0.833,3,6,9,9,0,0,2,2,26,26,0
Caleb Martin,PF,1,1,10/19/2022,27-021,MIA,,CHI,L (-8),1,28:37:00,3,9,0.333,1,3,0.333,0,0,,1,3,4,3,2,0,0,2,7,6.8,-7
Caleb Martin,PF,2,2,10/21/2022,27-023,MIA,,BOS,L (-7),1,28:46:00,2,7,0.286,0,1,0,0,0,,3,4,7,0,1,0,0,2,4,3.4,0
Caleb Martin,PF,3,3,10/22/2022,27-024,MIA,,TOR,W (+3),1,22:07,3,8,0.375,0,2,0,2,2,1,2,3,5,2,1,0,1,4,8,5.7,17
Caleb Martin,PF,4,,10/24/2022,27-026,MIA,,TOR,L (-8),Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team,Not With Team
Caleb Martin,PF,5,4,10/26/2022,27-028,MIA,@,POR,W (+21),1,29:22:00,7,8,0.875,2,2,1,0,0,,4,4,8,3,4,0,2,3,16,20.1,19
Caleb Martin,PF,6,5,10/27/2022,27-029,MIA,@,GSW,L (-13),1,29:28:00,3,10,0.3,2,4,0.5,0,0,,1,0,1,1,1,0,1,1,8,3.2,-1
Caleb Martin,PF,7,6,10/29/2022,27-031,MIA,@,SAC,L (-6),1,25:56:00,3,9,0.333,1,2,0.5,2,2,1,1,3,4,1,2,0,0,3,9,7,-4
Caleb Martin,PF,8,7,11/1/2022,27-034,MIA,,GSW,W (+7),1,19:23,2,4,0.5,1,2,0.5,0,0,,1,3,4,0,0,0,1,1,5,3.2,-18
Caleb Martin,PF,9,8,11/2/2022,27-035,MIA,,SAC,W (+3),1,29:36:00,3,7,0.429,0,1,0,2,2,1,2,1,3,2,1,0,1,2,8,6.6,5
Caleb Martin,PF,10,9,11/4/2022,27-037,MIA,@,IND,L (-2),1,27:50:00,3,5,0.6,0,1,0,0,0,,1,3,4,2,0,1,2,3,6,4.2,8
Caleb Martin,PF,11,10,11/7/2022,27-040,MIA,,POR,L (-3),1,34:45:00,5,11,0.455,0,5,0,0,0,,3,2,5,1,1,0,0,0,10,8.7,-4
Caleb Martin,PF,12,11,11/10/2022,27-043,MIA,,CHO,W (+5),1,30:45:00,3,8,0.375,2,4,0.5,1,2,0.5,2,2,4,2,1,0,1,2,9,6.8,4
Caleb Martin,PF,13,12,11/12/2022,27-045,MIA,,CHO,W (+17),1,33:46:00,3,8,0.375,0,1,0,1,3,0.333,2,2,4,4,1,0,2,3,7,4.4,27
Caleb Martin,PF,14,13,11/14/2022,27-047,MIA,,PHO,W (+1),1,36:36:00,5,8,0.625,5,6,0.833,0,0,,2,3,5,3,2,2,0,0,15,19.2,10
Caleb Martin,PF,15,14,11/16/2022,27-049,MIA,@,TOR,L (-8),1,38:20:00,6,10,0.6,2,4,0.5,0,0,,2,7,9,3,0,2,3,3,14,12.2,-1
Caleb Martin,PF,16,15,11/18/2022,27-051,MIA,@,WAS,L (-1),1,47:01:00,3,12,0.25,2,5,0.4,4,4,1,1,4,5,3,2,1,3,1,12,8.1,1
Caleb Martin,PF,17,16,11/20/2022,27-053,MIA,@,CLE,L (-26),1,34:15:00,7,12,0.583,1,5,0.2,2,2,1,2,1,3,2,0,0,2,2,17,11.7,-12
Caleb Martin,PF,18,17,11/21/2022,27-054,MIA,@,MIN,L (-4),1,40:06:00,3,7,0.429,0,2,0,2,4,0.5,3,3,6,3,3,1,1,2,8,10.5,-1
Caleb Martin,PF,19,18,11/23/2022,27-056,MIA,,WAS,W (+8),1,40:29:00,10,17,0.588,4,9,0.444,0,0,,4,5,9,4,2,1,0,2,24,25.1,-2
Caleb Martin,PF,20,19,11/25/2022,27-058,MIA,,WAS,W (+3),1,38:24:00,7,11,0.636,2,4,0.5,4,5,0.8,0,4,4,1,1,0,2,2,20,14.8,13
Caleb Martin,PF,21,20,11/27/2022,27-060,MIA,@,ATL,W (+8),1,40:52:00,8,12,0.667,2,3,0.667,2,2,1,1,8,9,4,2,1,1,2,20,21.6,9
Caleb Martin,PF,22,21,11/30/2022,27-063,MIA,@,BOS,L (-13),1,24:13:00,4,9,0.444,2,5,0.4,0,0,,1,5,6,1,0,0,2,1,10,5.8,-7
Caleb Martin,PF,23,22,12/2/2022,27-065,MIA,@,BOS,W (+4),1,26:01:00,4,9,0.444,1,3,0.333,1,2,0.5,0,1,1,0,0,0,0,1,10,4.8,-13
Caleb Martin,PF,24,23,12/5/2022,27-068,MIA,@,MEM,L (-8),1,33:56:00,6,10,0.6,4,8,0.5,0,0,,0,0,0,0,0,0,1,0,16,10.4,-4
Caleb Martin,PF,25,24,12/6/2022,27-069,MIA,,DET,L (-20),1,32:05:00,1,7,0.143,1,4,0.25,0,0,,1,2,3,1,1,0,3,3,3,-2.7,-6
Caleb Martin,PF,26,25,12/8/2022,27-071,MIA,,LAC,W (+5),1,40:24:00,6,13,0.462,4,8,0.5,1,2,0.5,1,7,8,2,2,0,1,4,17,13.5,18
Caleb Martin,PF,27,26,12/10/2022,27-073,MIA,,SAS,L (-4),1,36:26:00,4,9,0.444,3,6,0.5,3,3,1,0,3,3,1,1,1,0,4,14,11,-3
Caleb Martin,PF,28,27,12/12/2022,27-075,MIA,@,IND,W (+5),1,39:44:00,3,8,0.375,1,3,0.333,2,2,1,2,4,6,1,1,0,1,2,9,7.1,-4
Caleb Martin,PF,29,28,12/14/2022,27-077,MIA,@,OKC,W (+2),1,33:31:00,1,6,0.167,1,5,0.2,0,0,,2,2,4,5,1,0,3,1,3,2.3,-12
Caleb Martin,PF,30,29,12/15/2022,27-078,MIA,@,HOU,W (+3),1,30:48:00,5,9,0.556,0,3,0,3,3,1,1,1,2,0,0,0,2,2,13,6.9,11
Caleb Martin,PF,31,,12/17/2022,27-080,MIA,@,SAS,W (+10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Caleb Martin,PF,32,,12/20/2022,27-083,MIA,,CHI,L (-10),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Caleb Martin,PF,33,30,12/23/2022,27-086,MIA,,IND,L (-3),1,19:05,0,1,0,0,0,,0,0,,1,3,4,3,1,2,1,0,0,4.4,8
Caleb Martin,PF,34,31,12/26/2022,27-089,MIA,,MIN,W (+3),1,28:15:00,3,12,0.25,1,6,0.167,1,2,0.5,3,5,8,1,0,0,1,0,8,3.7,-3
Caleb Martin,PF,35,32,12/28/2022,27-091,MIA,,LAL,W (+14),1,30:50:00,5,6,0.833,3,4,0.75,0,0,,0,6,6,2,1,0,0,1,13,14.6,25
Caleb Martin,PF,36,,12/30/2022,27-093,MIA,@,DEN,L (-5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Caleb Martin,PF,37,,12/31/2022,27-094,MIA,@,UTA,W (+3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Caleb Martin,PF,38,33,1/2/2023,27-096,MIA,@,LAC,W (+10),1,14:04,1,4,0.25,0,3,0,0,0,,0,3,3,1,0,1,0,3,2,0.7,-15
Caleb Martin,PF,39,34,1/4/2023,27-098,MIA,@,LAL,L (-3),1,21:13,3,8,0.375,1,2,0.5,1,2,0.5,1,4,5,1,0,0,0,3,8,4.6,5
Caleb Martin,PF,40,,1/6/2023,27-100,MIA,@,PHO,W (+8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Caleb Martin,PF,41,,1/8/2023,27-102,MIA,,BRK,L (-1),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Caleb Martin,PF,42,,1/10/2023,27-104,MIA,,OKC,W (+1),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
Caleb Martin,PF,43,,1/12/2023,27-106,MIA,,MIL,W (+6),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
